Match Date,Match,Home/Away,Team,Player Name,Minutes Played,Ball In Play Time,Time In Possession,Time Opponent In Possession,Time In Uncontrolled Possession,Time In Established Possession,Total Distance,Total Low Intensity Distance,Total High Intensity Distance,Stand Distance,Walk Distance,Jog Distance,Run Distance,High Speed Run Distance,High Speed Distance - Player Average,Sprint Distance,Ball In Play Total Distance,In Possession Total Distance,Opponent In Possession Total Distance,Uncontrolled Possession Total Distance,Ball Out Of Play Total Distance,Total Distance (m/min),Total Distance In Possession (m/min),Total Distance Opponent In Possession (m/min),Total Distance Uncontrolled Possession (m/min),Ball In Play HI Distance,In Possession HI Distance,Opponent In Possession HI Distance,Uncontrolled Possession HI Distance,Ball Out Of Play HI Distance,HI Distance (m/min),HI Distance In Possession (m/min),HI Distance Opponent In Possession (m/min),HI Distance Uncontrolled Possession (m/min),Ball In Play Sprint Distance,In Possession Sprint Distance,Opponent In Possession Sprint Distance,Uncontrolled Possession Sprint Distance,Ball Out Of Play Sprint Distance,Sprint Distance (m/min),Sprint Distance In Possession (m/min),Sprint Distance Opponent In Possession (m/min),Sprint Distance Uncontrolled Possession (m/min),HI Events,Sprint Events,HS Run Events,Maximum Speed (km/h),Deceleration Very High Events,Deceleration High Events,Deceleration Medium Events,Deceleration Low Events,Acceleration Low Events,Acceleration Medium Events,Acceleration High Events,Acceleration Very High Events,1-5TD,6-10TD,11-15TD,16-20TD,21-25TD,26-30TD,31-35TD,36-40TD,41-45TD,45+TD,46-50TD,51-55TD,56-60TD,61-65TD,66-70TD,71-75TD,76-80TD,81-85TD,86-90TD,90+TD,1-5HID,6-10HID,11-15HID,16-20HID,21-25HID,26-30HID,31-35HID,36-40HID,41-45HID,45+HID,46-50HID,51-55HID,56-60HID,61-65HID,66-70HID,71-75HID,76-80HID,81-85HID,86-90HID,90+HID
21/11/2017,Team T v Team A,away,Team A,Player 1,46,27.5,11.4,14.4,1.6,4.1,5472,4790.1,681.9,20.9,1580.5,2167.4,1021.3,580.9,641.3461538,101,4219.6,1786.8,2208.1,224.7,1252.4,119,156.7,153.3,140.4,671,360.7,289,21.2,11,14.8,31.6,20.1,13.2,101,88.6,10,2.4,0,2.2,7.8,0.7,1.5,34,5,33,30,1,20,48,136,165,50,7,2,579.4,756.4,508.3,498.8,635.2,590.7,536.8,655.1,617.4,93.9,0,0,0,0,0,0,0,0,0,0,71.1,179,23.4,31.8,79.5,69.9,103.9,66.9,56.4,0,0,0,0,0,0,0,0,0,0,0
21/11/2017,Team T v Team A,away,Team A,Player 14,96,50.3,21.3,26.4,2.6,7.7,10212.1,9478.5,733.6,51.4,3991.8,4116.4,1318.9,576.8,564.0119048,156.8,7026.7,2643.4,4030.1,353.1,3185.4,106.4,124.1,152.7,135.8,721.2,184.7,532.6,3.8,12.5,7.6,8.7,20.2,1.5,156.8,16.9,139.9,0,0,1.6,0.8,5.3,,37,9,33,30.6,1,12,84,246,278,56,11,1,633.6,630.3,549.8,507.7,575.2,534.5,489.7,639.2,543.2,73.5,568.4,594.1,456.5,624.8,347.8,607.3,539.7,486.4,265,545.3,47.7,46.4,44.5,33.1,49,58.1,85.2,34.3,5.6,0,41.2,8.6,2.7,60.5,13.2,52.6,31.9,26,41.9,51.3
21/11/2017,Team T v Team A,away,Team A,Player 20,96,50.3,21.3,26.4,2.6,7.7,11692.1,10549.1,1143,36.5,3676.1,4648,2188.4,978.1,532.0769231,164.9,8527.6,3384,4676.6,467.1,3164.4,121.8,158.9,177.1,179.7,1140.2,395.1,684.7,60.5,2.8,11.9,18.5,25.9,23.3,164.9,108.5,49.4,7,0,1.7,5.1,1.9,2.7,68,7,66,30.7,1,14,97,275,317,83,14,0,662.4,771,598.5,631.4,684,633.7,573.7,667.4,706.8,92.6,623.1,652.3,539.4,698.9,497.2,657.5,495.3,541.7,354.5,610.5,51.7,180.2,56.7,35.6,54,49,123.1,25.6,32.1,0,53.6,64.1,80.1,86.3,49.9,42.6,13,32.5,32.4,80.4
21/11/2017,Team T v Team A,away,Team A,Player 10,96,50.3,21.3,26.4,2.6,7.7,10162.9,9557.6,605.2,52,4002.3,3849.5,1653.8,455.4,417.312,149.8,7079.2,2670.9,4072.1,336.2,3083.7,105.9,125.4,154.2,129.3,587.2,51.3,524.1,11.8,18.1,6.3,2.4,19.9,4.5,149.8,0,149.8,0,0,1.6,,5.7,,33,8,27,31.5,3,13,70,246,306,72,14,0,598.2,661.7,554.4,496.2,622.6,539,456.3,571,622.5,94.4,584,586,443.8,602.3,422.8,512.7,509.3,462.7,337.7,485,79.3,32.8,19,31.6,86.6,41.4,23.3,5.3,47,0,51.8,10.6,14.1,15.3,13,32.9,33.9,2.3,43.9,21.3
21/11/2017,Team T v Team A,away,Team A,Player 7,46,27.5,11.4,14.4,1.6,4.1,5287,4750.7,536.3,14.6,1921,2061.9,753.2,354,321.215625,182.4,3913.5,1727.6,1964.4,221.5,1373.5,114.9,151.5,136.4,138.4,536.3,362.1,144.5,29.8,0,11.7,31.8,10,18.6,182.4,159.3,16.3,6.8,0,4,14,1.1,4.2,23,8,20,35.9,2,9,27,115,114,46,8,0,609.1,653,561.2,529.5,624.1,470.8,464.1,630,633.6,111.6,0,0,0,0,0,0,0,0,0,0,69.5,105.9,32.1,60.5,52.4,23.6,36.4,46.5,93.8,15.7,0,0,0,0,0,0,0,0,0,0
21/11/2017,Team T v Team A,away,Team A,Player 12,49,22.2,9.5,11.7,1,3.6,5606.4,5086.4,520,21,1672.5,2227.5,1165.4,417.5,660.9357143,102.5,3893.5,1605,2114.4,174,1712.9,114.4,168.9,180.7,174,500.9,242.9,239.5,18.5,19,10.6,25.6,20.5,18.5,99,56.3,37.3,5.5,3.5,2.1,5.9,3.2,5.5,28,5,26,29,2,4,54,117,142,57,9,0,0,0,0,0,0,0,0,0,0,0,557.2,693.1,508.5,683.3,499.8,676.9,533.1,532.2,319.5,602.9,0,0,0,0,0,0,0,0,0,0,119.1,20.4,49.2,93.5,2.9,88.2,16,23.9,34.3,72.2
21/11/2017,Team T v Team A,away,Team A,Player 9,96,50.3,21.3,26.4,2.6,7.7,10843.5,9416.4,1427.1,42,3555.2,4135.9,1683.3,973.7,651.3054054,453.4,7697.4,3195.2,4118.9,383.3,3146.1,113,150,156,147.4,1359.9,714.7,621.4,23.8,67.1,14.9,33.6,23.5,9.2,450.6,293.7,156.9,0,2.8,4.7,13.8,5.9,,71,20,63,37,4,23,80,272,270,96,22,0,652.1,817.6,569,668.3,642.7,550.4,603.6,626.3,661,82,485.9,630.2,418.1,622,395.3,612.3,513.4,445.8,296.7,551,75.2,227.9,15.9,77.2,104.9,114.7,219.8,19.7,54.9,0,43.6,115.1,17.5,55.2,47.8,81,40.4,26.6,14.1,75.5
21/11/2017,Team T v Team A,away,Team A,Player 6,96,50.3,21.3,26.4,2.6,7.7,10589.1,9463.2,1125.9,43.1,3737.1,4005.4,1677.6,701.8,785.3575,424.1,7605.4,3407.5,3824.3,373.5,2983.8,110.3,160,144.9,143.7,1104.5,752.5,307.2,44.8,21.4,11.7,35.3,11.6,17.2,417.9,320.3,71.1,26.4,6.2,4.4,15,2.7,10.2,62,20,38,35.8,5,28,81,233,282,86,21,2,565.9,724.3,565.7,530.2,616.9,514.2,591.1,722,683.3,99.9,601.1,627.9,465.3,581.6,461.2,564,407.4,489.7,203.6,573.7,71,90.1,31.7,32,64.1,50,89.6,73.4,92.3,4.6,72.4,103.1,53.5,68.1,29.6,61.3,0,64.5,26.3,48.4
21/11/2017,Team T v Team A,away,Team A,Player 25,96,50.3,21.3,26.4,2.6,7.7,10326,9638.5,687.5,52,3582.1,4170.5,1833.9,630.3,395.05,57.1,7731.8,3134.8,4240.1,356.9,2594.1,107.6,147.2,160.6,137.3,687.5,159,526,2.5,0,7.2,7.5,19.9,1,57.1,5.3,51.8,0,0,0.6,0.2,2,,40,3,40,28.7,0,9,56,213,244,69,10,0,548.3,757.1,603.5,538.1,624.4,555.6,513.4,664.6,626.2,102.3,546.9,660.6,447.5,552.2,424.5,589.3,457.8,396.4,244,473.3,37.8,147.8,18,13.1,57.8,31.4,66.9,50.4,52.3,0,50.9,16.9,4.8,28.6,39,14.8,0,0,18.2,38.7
25/11/2017,Team B v Team A,away,Team A,Player 11,82,48.6,30.1,17.1,1.4,18.3,8931.6,8272.4,659.2,36.8,3021.9,3820.1,1393.6,502.9,550.3884615,156.3,6858.8,3943.8,2695.4,219.7,2072.7,108.9,131,157.6,156.9,655.9,215.8,400,40.1,3.3,8,7.2,23.4,28.6,156.3,38.6,117.6,0,0,1.9,1.3,6.9,,38,9,29,30.9,1,19,65,187,240,68,11,1,590.5,588.1,493.3,526.7,621.2,587.3,421,628.2,444,110,535.7,515.5,607.7,671.4,388.7,534.5,592.2,75.5,0,0,38.7,103.7,18,77.8,55.8,22.9,37.3,33.8,21.7,6.8,2.7,56.4,47.4,54.1,0,21.4,52.6,8.4,0,0
25/11/2017,Team B v Team A,away,Team A,Player 17,11,4.9,2.3,2.6,0.1,1,1070.7,1021.8,48.9,6.5,464.9,387.5,163,45.8,488.4235294,3.1,675,264.2,402.8,8,395.7,97.3,114.9,154.9,80,48.9,16.3,32.5,0,0,4.4,7.1,12.5,,3.1,3.1,0,0,0,0.3,1.3,,,4,0,4,25.6,0,2,10,26,29,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.4,466.4,285.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,31.6,11.2
25/11/2017,Team B v Team A,away,Team A,Player 5,27,14.5,8.7,5.6,0.2,5.3,2824.7,2619.5,205.2,10.5,1254.4,946.9,407.8,185,395.755,20.2,1880.6,1226.2,630.6,23.7,944.1,104.6,140.9,112.6,118.5,205.2,184.9,20.2,0,0,7.6,21.3,3.6,,20.2,20.2,0,0,0,0.7,2.3,,,13,1,10,28.5,0,5,24,45,54,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.8,533.8,557.5,444.5,508.6,297.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1,34.1,49,40.4,49.5,0
25/11/2017,Team B v Team A,away,Team A,Player 1,88,51.5,31.8,18.3,1.4,19.2,11063.5,10239.3,824.2,19.5,3304.4,4718.2,2197.2,684.5,641.3461538,139.7,8366.4,5382,2750.3,234.2,2697.1,125.7,169.2,150.3,167.3,815.2,647.4,146.1,21.7,9,9.4,20.4,8,15.5,139.7,129.2,10.6,0,0,1.6,4.1,0.6,,47,7,46,33.4,0,9,75,247,269,89,11,0,701.7,639.6,579.7,561.5,704.6,702.1,467.9,726.6,565.4,81.3,677.4,583.1,712,768.4,510.2,669.9,623.1,558.8,230.3,0,71.2,21.5,51.3,8.7,96.5,56.1,6.9,45.5,32.7,0,56.8,39.4,50.2,80.6,9.9,55,64.1,69,8.8,0
25/11/2017,Team B v Team A,away,Team A,Player 20,94,53.7,32.5,19.8,1.5,19.2,11042.9,10329.5,713.4,28.7,3943.1,4466.5,1891.2,601.4,532.0769231,112,8253.8,4694.2,3304.2,255.4,2789,117.5,144.4,166.9,170.3,712.4,193.5,519,0,0.9,7.6,6,26.2,,112,14.9,97.1,0,0,1.2,0.5,4.9,,37,6,33,30.1,0,19,70,230,278,75,10,1,636.5,662.3,579.2,570.5,628.9,658.3,456.6,711.4,520.3,96.3,598.1,573.5,653.2,654.5,465.2,598.7,620.1,474.5,551.5,333.4,7.7,38.8,14.8,62.3,66.1,30.9,14.8,61.5,21.2,4.6,26.6,46.4,51.8,59.7,12.6,71.7,41.4,27,35.5,17.9
25/11/2017,Team B v Team A,away,Team A,Player 10,94,53.7,32.5,19.8,1.5,19.2,10170,9736.2,433.7,36.7,3990.5,4072.9,1636.1,423.9,417.312,9.8,7299.7,3995,3075.9,228.8,2870.2,108.2,122.9,155.3,152.5,397.6,78.8,285.4,33.4,36.1,4.6,2.4,14.4,22.3,9.8,8.1,1.7,0,0,0.1,0.2,0.1,,28,1,27,26.2,0,11,57,227,243,77,16,1,503,616.3,580.6,570.6,543.2,594.6,422.6,650.3,479.3,67.3,536.2,560.5,635.2,628.9,451,577.5,498.7,451.5,498,304.6,7.1,42.1,25,20.7,29.7,42.7,11.6,18.7,34.9,0,1.8,22.6,23.3,31.4,42.1,18,34.1,4.9,0,23.3
25/11/2017,Team B v Team A,away,Team A,Player 4,94,53.7,32.5,19.8,1.5,19.2,11323.7,10550,773.7,31.3,3846.5,4390.4,2281.9,678.6,492.5228571,95,8294,4879,3162.2,252.8,3029.7,120.5,150.1,159.7,168.5,758.3,321.8,428.5,8,15.4,8.2,9.9,21.6,5.3,95,28,67.1,0,0,1,0.9,3.4,,46,4,43,31,2,10,63,268,275,87,5,0,620.6,666.2,561.8,551.9,707.7,625.5,560,664.4,492.3,111.4,615.9,611,700.6,697.8,465.1,673.5,623.3,494.9,523.3,356.5,37.1,49,3.9,32.2,68.1,36.8,19,53.1,28.7,4.4,57.1,29.5,72.1,58.5,6.7,65.8,79.9,29.5,24.1,18.2
25/11/2017,Team B v Team A,away,Team A,Player 7,66,39,23.7,14,1.3,14,6801.7,6043.4,758.4,22.1,2803.3,2378.5,839.5,572.7,321.215625,185.7,5055.9,3006.6,1868.3,181,1745.8,103.1,126.9,133.4,139.2,754,353.8,364.3,35.9,4.4,11.5,14.9,26,27.6,184.2,78.5,98.7,7,1.4,2.8,3.3,7,5.4,49,9,41,33.9,2,26,51,130,154,59,17,0,565.3,536.4,417.1,396.4,598.7,553.2,532,585.8,420.2,73.9,526.6,489.2,533.3,573.6,0,0,0,0,0,0,38.6,33.1,46,40.4,52.4,78.3,78.7,80.1,10.4,0,82.1,66.7,81,70.5,0,0,0,0,0,0
25/11/2017,Team B v Team A,away,Team A,Player 12,94,53.7,32.5,19.8,1.5,19.2,11499.3,10540.1,959.2,33.5,3401.3,4663.2,2442.1,737.1,660.9357143,222.1,8617.6,5154.4,3220,243.2,2881.7,122.3,158.6,162.6,162.1,959.2,587.7,326,45.5,0,10.2,18.1,16.5,30.3,222.1,151.4,49.9,20.8,0,2.4,4.7,2.5,13.9,53,11,47,34.5,3,11,85,289,303,94,14,0,665.1,712,486.5,618.1,729.7,629.8,594.9,732.2,523.7,60.8,586.6,647.4,687,719,529.7,698.2,533.2,522.9,498.6,323.6,21.4,61.3,49.3,25.8,104.2,36.1,28.2,95.1,29.2,0,91.8,73.5,100,44.4,6.5,66.6,89.7,21.6,2.4,11.9
25/11/2017,Team B v Team A,away,Team A,Player 9,94,53.7,32.5,19.8,1.5,19.2,10633,9791,842,25.2,3738.4,4366.1,1661.2,622.2,651.3054054,219.8,7724.6,4577.6,2933.1,213.9,2908.4,113.1,140.8,148.1,142.6,825.7,575.1,250.6,0,16.3,9,17.7,12.7,,219.8,154.5,65.3,0,0,2.3,4.8,3.3,,49,9,36,31.9,2,23,63,243,270,66,16,3,577.1,656.6,438.5,578.3,678.6,582.6,531.6,687.3,488.2,85.5,497.8,664.4,643.1,626.1,495.7,597,525,464.9,525.9,288.8,14.9,96.5,9.4,11.6,78.3,29.1,21.3,73.3,22,0,45.6,141.7,27.3,73.8,7,64.4,42.6,42.7,18.7,21.8
25/11/2017,Team B v Team A,away,Team A,Player 6,94,53.7,32.5,19.8,1.5,19.2,11002.1,9866.2,1135.9,29.8,3893.1,4264.6,1678.8,816.9,785.3575,318.9,7885.1,4813.4,2861,210.7,3116.9,117,148.1,144.5,140.5,1122.4,816.9,277.2,28.3,13.5,12.1,25.1,14,18.9,318.9,271.8,39.3,7.9,0,3.4,8.4,2,5.3,67,17,56,35.8,1,14,76,189,217,77,19,1,591.4,640.4,563.3,546.8,615.3,601.1,511.6,633.2,509.1,68,631.9,607.8,621.6,671.1,454.6,583,652.6,556.9,547.5,395,20.8,50.9,46.4,49.2,60.5,49.1,40.7,110.4,40.5,0,66.6,72.9,82,47.1,50.4,68.3,102.5,77.8,86.1,13.6
25/11/2017,Team B v Team A,away,Team A,Player 16,5,1.8,0.4,1.4,0.1,0,628.7,475.5,153.1,3.5,196.4,182.2,93.5,103.9,228.4705882,49.3,315.7,93.7,212.9,9.2,312.9,125.7,234.2,152.1,92,114.2,46.1,68.1,0,38.9,30.6,115.2,48.6,,33.3,12.1,21.2,0,16,9.9,30.2,15.1,,8,3,7,31.3,1,2,4,5,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.4,342.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1,73
25/11/2017,Team B v Team A,away,Team A,Player 3,94,53.7,32.5,19.8,1.5,19.2,9741.8,9348.7,393.2,43,3687.5,4191.5,1426.7,358.6,417.075,34.6,7222.9,3986.2,3023.2,213.5,2518.9,103.6,122.7,152.7,142.3,379.1,58.2,304.8,16.1,14.1,4.2,1.8,15.4,10.7,34.6,0.8,33.7,0,0,0,,1.7,,25,1,22,29.6,1,12,49,211,240,60,11,0,529.6,580.2,552.1,575.6,527.4,595.3,388.3,600.6,462.9,88.1,594.6,471.4,600.6,585.7,446.8,557.4,479.8,355.2,510.3,239.8,9.3,44.1,10.7,22.6,26.3,37.2,5.3,0,19.1,3,11.9,26.6,36,38.5,10.8,21.8,46.7,5.4,18,0
28/11/2017,Team A  v Team V,home,Team A,Player 11,96,61.7,36.6,24,1.1,28.8,10843.4,10052.3,791.1,48.5,3463.6,4674,1866.2,635.6,550.3884615,155.6,8723.7,5015.4,3547.4,160.8,2119.8,113,137,147.8,146.2,787.9,441.9,335.5,10.4,3.3,8.2,12.1,14,9.5,155.6,81.6,73.7,0.3,0,1.6,2.2,3.1,0.3,44,5,35,33.1,3,17,75,244,259,83,11,1,720.9,686.8,598.4,609.7,519.9,454.7,608.1,545.2,556.7,321.7,533.7,539.7,617.2,435.5,677.9,553.6,515.5,473.1,593.7,281.5,66.9,42.2,15.6,36.8,21,26.8,59.4,23.1,2.8,33.4,89.7,18.5,50.4,52.4,77.3,25.6,39.9,22.4,68.1,18.9
28/11/2017,Team A  v Team V,home,Team A,Player 23,22,13.8,10.6,2.9,0.3,9.6,2477.8,2173,304.8,8.6,850.3,935.2,378.8,234.8,295.7384615,70,1944.7,1374.7,523.7,46.3,533.1,112.6,129.7,180.6,154.3,297.9,181.4,116.5,0,6.9,13.9,17.1,40.2,,70,59.5,10.4,0,0,3.2,5.6,3.6,,11,4,13,30.1,0,3,14,49,58,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.8,597.6,556.8,607.3,301.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,84.5,94.2,62.7,35.3
28/11/2017,Team A  v Team V,home,Team A,Player 5,73,47.5,25.8,21,0.8,18.9,7737.9,7187.5,550.4,19,3436.8,2766.6,965.1,483.7,395.755,66.7,5965.5,3189.1,2686.9,89.5,1772.4,106,123.6,127.9,111.9,543.2,217.8,320.3,5,7.2,7.5,8.4,15.3,6.2,64.9,30.2,34.7,0,1.8,0.9,1.2,1.7,,27,4,26,29.1,1,8,53,192,190,62,8,0,595.9,570.4,562.9,563.8,501.1,394.6,622.7,537.8,507.5,324.8,504.7,530.8,531.7,469.2,520,0,0,0,0,0,45.9,27.1,25.6,50.5,29.5,6.8,100.5,51.6,79.4,7.4,6.7,11.1,27.6,20.8,60,0,0,0,0,0
28/11/2017,Team A  v Team V,home,Team A,Player 1,65,41.6,25.3,15.5,0.8,20.2,7681.9,7012.3,669.6,20.9,2550.3,3209.2,1231.9,509.1,641.3461538,160.6,5997.4,3539.4,2347.7,110.3,1684.5,118.2,139.9,151.5,137.9,669,392.4,270.2,6.4,0.7,10.3,15.5,17.4,8,160.6,108,52.5,0,0,2.5,4.3,3.4,,36,7,31,33.5,1,14,65,194,199,70,11,1,0,0,0,0,0,0,567,594.7,602,277.9,610.4,464.9,669.9,506.2,681.8,591.7,617.5,569.4,576.8,351.9,0,0,0,0,0,0,61.1,83.3,50.4,10.9,36.3,27.4,45,36.5,118,26.5,60.9,67.1,17.7,28.5
28/11/2017,Team A  v Team V,home,Team A,Player 20,96,61.7,36.6,24,1.1,28.8,11356.6,10740,616.6,30.7,3843.8,4801.6,2064,493,532.0769231,123.6,9184.8,4991.4,4038.4,154.9,2171.8,118.3,136.4,168.3,140.8,612.5,143.1,461.4,8,4.1,6.4,3.9,19.2,7.3,123.6,19.2,104.4,0,0,1.3,0.5,4.4,,37,6,31,30.5,1,11,77,255,271,67,14,0,641.2,652.6,693,627.1,560.4,509.2,652.7,548.5,622.9,354.9,598.2,584.5,613.3,507.4,684.5,528,595,522.7,563.5,296.9,13.8,68.2,23.9,14,19.9,15.8,78.3,7.7,47.6,18.9,26.8,31.2,14.3,34.4,81.5,12.1,51.8,41.7,0,14.8
28/11/2017,Team A  v Team V,home,Team A,Player 10,90,57.1,33,23.1,1,25.5,9584.8,9162.1,422.7,39.1,3727.8,4070.8,1324.5,285.9,417.312,136.8,7381.5,3740.9,3485.1,155.5,2203.4,106.5,113.4,150.9,155.5,417.9,75.1,323,19.9,4.8,4.7,2.3,14,19.9,136.8,0,132.2,4.6,0,1.5,,5.7,4.6,24,5,18,32,1,8,45,230,261,55,9,0,530.6,600.9,585.2,618.7,509.6,408,597.8,552.2,594.3,299.6,501.6,500.6,569.1,513.4,562.1,492.5,488.8,509,151.1,0,2.7,61.8,20.8,45.8,28.6,4.8,51.3,23.5,32.1,1.4,13.1,3.9,3.6,36.6,36,4.4,12.5,39.8,0,0
28/11/2017,Team A  v Team V,home,Team A,Player 4,90,57.1,33,23.1,1,25.5,11087.7,10436.9,650.8,30.8,3551.2,5007.8,1847.2,522.5,492.5228571,128.3,8753.8,4818.5,3772.9,162.3,2334,123.2,146,163.3,162.3,649.1,262.1,377.2,9.7,1.7,7.2,7.9,16.3,9.7,128.3,65.4,63,0,0,1.4,2,2.7,,34,7,31,33.6,1,13,78,274,283,76,9,1,693.6,723.6,653.8,704.1,530,434,677.5,633,627.7,382.1,590.6,592.9,662.9,584.6,661.9,560.2,619,547.9,208.3,0,22.9,53.8,27.7,28.4,75.9,0,79.4,30,18.8,0,29.5,25.6,13.9,61.9,72.7,12.1,71,27.1,0,0
28/11/2017,Team A  v Team V,home,Team A,Player 7,30,19.5,11.2,7.9,0.3,8.6,3179,2872.9,306.1,9,1266.9,1205.6,391.4,195.6,321.215625,110.6,2572.9,1395.1,1127.4,50.4,606.1,106,124.6,142.7,168,293.8,163.3,111.7,18.8,12.4,10.2,14.6,14.1,62.7,110.6,60.2,35.7,14.7,0,3.7,5.4,4.5,49,17,6,11,35.8,1,11,20,75,89,17,5,2,600.3,586,556.8,624.4,464.4,347.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,55.1,47.5,76.2,73.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/11/2017,Team A  v Team V,home,Team A,Player 12,96,61.7,36.6,24,1.1,28.8,11889.3,10722.4,1166.8,31.6,3326.1,4963.2,2401.4,992.4,660.9357143,174.4,9575.2,5607.4,3804.9,162.8,2314.1,123.8,153.2,158.5,148,1158.5,721.4,413.5,23.6,8.3,12.2,19.7,17.2,21.5,174.4,118,50.6,5.8,0,1.8,3.2,2.1,5.3,62,7,62,31.8,1,20,98,293,312,100,16,1,678.7,702.8,684,693.1,563.4,527.7,762.7,634.5,630.5,399.2,677.8,509.6,690.7,595.4,659,469.1,592.5,530.6,596.7,291.4,88.4,54.3,67.6,50,81.9,25.2,94.1,33.5,44.2,33.4,70.4,7.6,53.8,79.2,68.8,19.7,101,87,69.6,37
28/11/2017,Team A  v Team V,home,Team A,Player 9,73,47.5,25.8,21,0.8,18.9,8401.1,7664.6,736.5,23.9,2663.4,3656.4,1320.9,565.4,651.3054054,171.1,6735.5,3509,3133.2,93.2,1665.6,115.1,136,149.2,116.5,736.5,438.9,295.9,1.7,0,10.1,17,14.1,2.1,171.1,119.1,52,0,0,2.3,4.6,2.5,,36,11,29,33.7,1,16,56,226,239,67,9,0,567.2,679,640.7,690.8,541.6,462.5,644.7,600.5,627.8,290.4,525.2,502.3,588.3,442,598.2,0,0,0,0,0,6.9,64.1,32.9,88.4,65.8,47.4,65.4,62.3,77.9,48.8,35.8,17.5,36.5,33,53.8,0,0,0,0,0
28/11/2017,Team A  v Team V,home,Team A,Player 6,96,61.7,36.6,24,1.1,28.8,11362.9,10011.1,1351.8,30.3,4065.5,4349.7,1565.6,869.4,785.3575,482.4,8961.7,5236.5,3537.6,187.6,2401.2,118.4,143.1,147.4,170.5,1351.8,735.9,576.1,39.8,0,14.1,20.1,24,36.2,482.4,251.8,225.9,4.7,0,5,6.9,9.4,4.3,63,22,50,37.1,4,18,72,253,249,72,26,3,672.6,666.1,572,591.3,527.8,495,632,546,587.7,372.7,645,528.2,593.7,533.7,650.5,547.1,623.3,589,673,316.4,48.2,98,33.3,57.2,54.5,39.3,124.9,67.2,49.6,40.5,91.3,38.7,15.3,131.8,88.7,60.9,82.6,92.7,79,58.1
28/11/2017,Team A  v Team V,home,Team A,Player 16,22,13.8,10.6,2.9,0.3,9.6,2483.7,2241.7,242,8.5,933.2,1037.5,262.6,172.2,228.4705882,69.9,1922.7,1426.4,453.9,42.4,561,112.9,134.6,156.5,141.3,242,165.7,76.4,0,0,11,15.6,26.3,,69.9,52.4,17.5,0,0,3.2,4.9,6,,11,2,10,30.3,2,6,22,76,79,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.1,590.9,590.8,521.4,307.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7,73.7,80.7,31.4,19.6
28/11/2017,Team A  v Team V,home,Team A,Player 3,96,61.7,36.6,24,1.1,28.8,10058.1,9444.3,613.8,45.3,3715.8,4409.3,1274,432.1,417.075,181.7,7903.4,4198.7,3546.2,158.5,2154.7,104.8,114.7,147.8,144.1,605.9,129,448.7,28.1,7.9,6.4,3.5,18.7,25.5,181.1,20.9,156.1,4.1,0.6,1.9,0.6,6.5,3.7,33,9,25,32.5,0,13,60,236,236,88,12,2,508,584.7,624.5,573.6,489.7,335.1,550.7,551.2,580.8,307.3,524.7,504.4,586,524.2,539.4,485,506.4,483.4,471.1,327.9,19.9,63.3,10.7,53.9,38.8,5.2,67.2,11.7,21.8,11.1,46.6,5.6,19.6,58.4,58.6,16.1,21.2,28.1,6.8,49.1
28/11/2017,Team A  v Team V,home,Team A,Player 19,5,3.9,3.1,0.7,0.1,2.9,586.4,534.4,52,1.3,195.2,263.3,74.6,28.9,464.775,23.1,507.3,376.8,126,4.5,79.1,117.3,121.5,180,45,52,0.5,51.6,0,0,10.4,0.2,73.7,,23.1,0,23.1,0,0,4.6,,33,,2,1,1,28.2,0,0,3,25,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.6,382.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
28/11/2017,Team A  v Team V,home,Team A,Player 2,5,3.9,3.1,0.7,0.1,2.9,671.1,589.6,81.5,0.7,182.9,274.3,131.6,81.5,249.275,0,571.4,462.2,104.8,4.4,99.7,134.2,149.1,149.7,44,81.5,68.6,12.9,0,0,16.3,22.1,18.4,,0,0,0,0,0,,,,,4,0,4,24.9,1,1,6,18,20,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.4,402.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,65.4
